date,temperature,month,seasons,rain,sunlight,wind,mood,walk,temperature_category,wind_category,mood_category
2020-11-20,4,Nov,Autumn,0,1,22,-17,0,cold,4 moderate breeze,1 bad
2020-11-21,6,Nov,Autumn,0,1,26,-20,1,cold,4 moderate breeze,1 bad
2020-11-22,4,Nov,Autumn,0,1,12,26,1,cold,3 gentle breeze,3 good
2020-11-23,4,Nov,Autumn,0,1,30,-29,1,cold,5 fresh breeze,0 very bad
2020-11-24,5,Nov,Autumn,0,1,17,19,1,cold,3 gentle breeze,3 good
2020-11-25,6,Nov,Autumn,0,1,27,-12,1,cold,4 moderate breeze,1 bad
2020-11-26,4,Nov,Autumn,0,1,16,7,1,cold,3 gentle breeze,2 okish
2020-11-27,8,Nov,Autumn,0,1,29,-29,0,cold,5 fresh breeze,0 very bad
2020-11-28,3,Nov,Autumn,0,1,22,-27,1,cold,4 moderate breeze,0 very bad
2020-11-29,3,Nov,Autumn,0,1,15,8,1,cold,3 gentle breeze,2 okish
2020-11-30,4,Nov,Autumn,0,1,22,-26,0,cold,4 moderate breeze,0 very bad
2020-12-01,3,Dec,Winter,0,1,26,-25,1,cold,4 moderate breeze,0 very bad
2020-12-02,3,Dec,Winter,0,1,21,-33,0,cold,4 moderate breeze,0 very bad
2020-12-03,-4,Dec,Winter,0,1,15,0,1,very cold,3 gentle breeze,1 bad
2020-12-04,-1,Dec,Winter,0,1,32,-17,0,very cold,5 fresh breeze,1 bad
2020-12-05,5,Dec,Winter,0,1,26,-25,1,cold,4 moderate breeze,0 very bad
2020-12-06,-1,Dec,Winter,0,1,26,-35,1,very cold,4 moderate breeze,0 very bad
2020-12-07,-3,Dec,Winter,0,1,12,27,1,very cold,3 gentle breeze,3 good
2020-12-08,3,Dec,Winter,1,0,38,-41,0,cold,5 fresh breeze,0 very bad
2020-12-09,3,Dec,Winter,0,1,27,-28,1,cold,4 moderate breeze,0 very bad
2020-12-10,5,Dec,Winter,0,1,24,-32,0,cold,4 moderate breeze,0 very bad
2020-12-11,4,Dec,Winter,0,1,28,-29,0,cold,4 moderate breeze,0 very bad
2020-12-12,0,Dec,Winter,0,1,31,-34,1,very cold,5 fresh breeze,0 very bad
2020-12-13,1,Dec,Winter,0,1,17,11,1,cold,3 gentle breeze,3 good
2020-12-14,4,Dec,Winter,0,1,31,-20,0,cold,5 fresh breeze,1 bad
2020-12-15,3,Dec,Winter,0,1,29,-30,1,cold,5 fresh breeze,0 very bad
2020-12-16,5,Dec,Winter,0,1,32,-16,0,cold,5 fresh breeze,1 bad
2020-12-17,-5,Dec,Winter,0,1,24,-26,0,very cold,4 moderate breeze,0 very bad
2020-12-18,-3,Dec,Winter,0,1,16,26,1,very cold,3 gentle breeze,3 good
2020-12-19,3,Dec,Winter,0,1,11,23,1,cold,2 light breeze,3 good
2020-12-20,0,Dec,Winter,1,0,35,-25,0,very cold,5 fresh breeze,0 very bad
2020-12-21,1,Dec,Winter,0,1,17,24,1,cold,3 gentle breeze,3 good
2020-12-22,1,Dec,Winter,0,1,22,-21,0,cold,4 moderate breeze,1 bad
2020-12-23,3,Dec,Winter,0,1,23,-21,1,cold,4 moderate breeze,1 bad
2020-12-24,-4,Dec,Winter,0,1,31,-22,1,very cold,5 fresh breeze,1 bad
2020-12-25,2,Dec,Winter,0,1,29,-24,1,cold,5 fresh breeze,1 bad
2020-12-26,1,Dec,Winter,0,1,27,-31,1,cold,4 moderate breeze,0 very bad
2020-12-27,-3,Dec,Winter,0,1,30,-11,1,very cold,5 fresh breeze,1 bad
2020-12-28,-2,Dec,Winter,0,1,31,-31,1,very cold,5 fresh breeze,0 very bad
2020-12-29,0,Dec,Winter,0,1,29,-36,1,very cold,5 fresh breeze,0 very bad
2020-12-30,-4,Dec,Winter,0,1,25,-32,0,very cold,4 moderate breeze,0 very bad
2020-12-31,3,Dec,Winter,0,1,26,-21,1,cold,4 moderate breeze,1 bad
2021-01-01,3,Jan,Winter,0,1,13,21,1,cold,3 gentle breeze,3 good
2021-01-02,-6,Jan,Winter,0,1,17,18,1,very cold,3 gentle breeze,3 good
2021-01-03,-2,Jan,Winter,0,1,19,16,1,very cold,3 gentle breeze,3 good
2021-01-04,-9,Jan,Winter,0,1,14,24,1,very cold,3 gentle breeze,3 good
2021-01-05,-6,Jan,Winter,0,1,19,9,1,very cold,3 gentle breeze,2 okish
2021-01-06,0,Jan,Winter,0,1,32,-27,0,very cold,5 fresh breeze,0 very bad
2021-01-07,2,Jan,Winter,0,1,21,-22,1,cold,4 moderate breeze,1 bad
2021-01-08,-2,Jan,Winter,0,1,13,5,1,very cold,3 gentle breeze,2 okish
2021-01-09,-10,Jan,Winter,0,1,18,18,1,very cold,3 gentle breeze,3 good
2021-01-10,4,Jan,Winter,0,1,20,-23,0,cold,3 gentle breeze,1 bad
2021-01-11,-3,Jan,Winter,0,1,30,-29,1,very cold,5 fresh breeze,0 very bad
2021-01-12,1,Jan,Winter,1,0,26,-42,0,cold,4 moderate breeze,0 very bad
2021-01-13,1,Jan,Winter,0,1,17,19,1,cold,3 gentle breeze,3 good
2021-01-14,0,Jan,Winter,0,1,15,11,1,very cold,3 gentle breeze,3 good
2021-01-15,-5,Jan,Winter,0,1,27,-26,0,very cold,4 moderate breeze,0 very bad
2021-01-16,-9,Jan,Winter,1,0,31,-55,0,very cold,5 fresh breeze,0 very bad
2021-01-17,-3,Jan,Winter,0,1,23,-23,0,very cold,4 moderate breeze,1 bad
2021-01-18,-3,Jan,Winter,0,1,18,25,1,very cold,3 gentle breeze,3 good
2021-01-19,2,Jan,Winter,0,1,21,-26,0,cold,4 moderate breeze,0 very bad
2021-01-20,-7,Jan,Winter,0,1,34,-28,0,very cold,5 fresh breeze,0 very bad
2021-01-21,-8,Jan,Winter,0,1,29,-15,1,very cold,5 fresh breeze,1 bad
2021-01-22,-2,Jan,Winter,0,1,29,-23,1,very cold,5 fresh breeze,1 bad
2021-01-23,-5,Jan,Winter,0,1,26,-17,0,very cold,4 moderate breeze,1 bad
2021-01-24,1,Jan,Winter,0,1,24,-19,0,cold,4 moderate breeze,1 bad
2021-01-25,0,Jan,Winter,0,1,23,-23,1,very cold,4 moderate breeze,1 bad
2021-01-26,-8,Jan,Winter,0,1,31,-23,1,very cold,5 fresh breeze,1 bad
2021-01-27,-3,Jan,Winter,0,1,12,15,1,very cold,3 gentle breeze,3 good
2021-01-28,-8,Jan,Winter,0,1,17,24,1,very cold,3 gentle breeze,3 good
2021-01-29,-9,Jan,Winter,0,1,17,7,1,very cold,3 gentle breeze,2 okish
2021-01-30,4,Jan,Winter,0,1,11,27,1,cold,2 light breeze,3 good
2021-01-31,-9,Jan,Winter,0,1,15,21,1,very cold,3 gentle breeze,3 good
2021-02-01,6,Feb,Winter,0,1,26,-19,0,cold,4 moderate breeze,1 bad
2021-02-02,-3,Feb,Winter,0,1,24,-21,1,very cold,4 moderate breeze,1 bad
2021-02-03,5,Feb,Winter,0,1,14,27,1,cold,3 gentle breeze,3 good
2021-02-04,-5,Feb,Winter,1,0,43,-40,0,very cold,6 strong breeze,0 very bad
2021-02-05,6,Feb,Winter,0,1,21,-28,1,cold,4 moderate breeze,0 very bad
2021-02-06,4,Feb,Winter,1,0,51,-37,0,cold,6 strong breeze,0 very bad
2021-02-07,5,Feb,Winter,0,1,30,-15,1,cold,5 fresh breeze,1 bad
2021-02-08,-4,Feb,Winter,0,1,23,-19,1,very cold,4 moderate breeze,1 bad
2021-02-09,2,Feb,Winter,0,1,29,-27,0,cold,5 fresh breeze,0 very bad
2021-02-10,1,Feb,Winter,0,1,20,-26,1,cold,3 gentle breeze,0 very bad
2021-02-11,-2,Feb,Winter,0,1,34,-23,0,very cold,5 fresh breeze,1 bad
2021-02-12,-4,Feb,Winter,0,1,25,-18,1,very cold,4 moderate breeze,1 bad
2021-02-13,-2,Feb,Winter,0,1,16,8,1,very cold,3 gentle breeze,2 okish
2021-02-14,0,Feb,Winter,0,1,14,25,1,very cold,3 gentle breeze,3 good
2021-02-15,6,Feb,Winter,0,1,26,-10,0,cold,4 moderate breeze,1 bad
2021-02-16,-4,Feb,Winter,1,0,37,-55,0,very cold,5 fresh breeze,0 very bad
2021-02-17,1,Feb,Winter,0,1,23,-28,0,cold,4 moderate breeze,0 very bad
2021-02-18,-4,Feb,Winter,0,1,31,-30,0,very cold,5 fresh breeze,0 very bad
2021-02-19,-4,Feb,Winter,0,1,32,-27,0,very cold,5 fresh breeze,0 very bad
2021-02-20,0,Feb,Winter,0,1,28,-29,1,very cold,4 moderate breeze,0 very bad
2021-02-21,2,Feb,Winter,0,1,20,-34,0,cold,3 gentle breeze,0 very bad
2021-02-22,-4,Feb,Winter,0,1,23,-33,0,very cold,4 moderate breeze,0 very bad
2021-02-23,0,Feb,Winter,0,1,20,-38,1,very cold,3 gentle breeze,0 very bad
2021-02-24,3,Feb,Winter,0,1,22,-28,0,cold,4 moderate breeze,0 very bad
2021-02-25,-2,Feb,Winter,0,1,15,13,1,very cold,3 gentle breeze,3 good
2021-02-26,-1,Feb,Winter,0,1,20,-24,0,very cold,3 gentle breeze,1 bad
2021-02-27,3,Feb,Winter,0,1,28,-26,1,cold,4 moderate breeze,0 very bad
2021-02-28,-1,Feb,Winter,0,1,16,26,1,very cold,3 gentle breeze,3 good
2021-03-01,9,Mar,Spring,0,1,24,-39,1,cold,4 moderate breeze,0 very bad
2021-03-02,7,Mar,Spring,0,1,29,-32,1,cold,5 fresh breeze,0 very bad
2021-03-03,8,Mar,Spring,0,1,25,-30,1,cold,4 moderate breeze,0 very bad
2021-03-04,5,Mar,Spring,0,1,14,16,1,cold,3 gentle breeze,3 good
2021-03-05,5,Mar,Spring,0,1,17,19,1,cold,3 gentle breeze,3 good
2021-03-06,3,Mar,Spring,1,0,40,-24,0,cold,6 strong breeze,1 bad
2021-03-07,7,Mar,Spring,0,1,17,14,1,cold,3 gentle breeze,3 good
2021-03-08,2,Mar,Spring,0,1,26,-28,0,cold,4 moderate breeze,0 very bad
2021-03-09,4,Mar,Spring,0,1,12,10,1,cold,3 gentle breeze,2 okish
2021-03-10,7,Mar,Spring,0,1,20,-23,1,cold,3 gentle breeze,1 bad
2021-03-11,3,Mar,Spring,0,1,21,-17,1,cold,4 moderate breeze,1 bad
2021-03-12,6,Mar,Spring,1,0,30,-29,1,cold,5 fresh breeze,0 very bad
2021-03-13,4,Mar,Spring,0,1,26,-21,0,cold,4 moderate breeze,1 bad
2021-03-14,6,Mar,Spring,0,1,27,-22,1,cold,4 moderate breeze,1 bad
2021-03-15,9,Mar,Spring,0,1,19,15,1,cold,3 gentle breeze,3 good
2021-03-16,8,Mar,Spring,0,1,16,23,1,cold,3 gentle breeze,3 good
2021-03-17,8,Mar,Spring,0,1,27,-37,0,cold,4 moderate breeze,0 very bad
2021-03-18,9,Mar,Spring,0,1,18,5,1,cold,3 gentle breeze,2 okish
2021-03-19,5,Mar,Spring,0,1,13,5,1,cold,3 gentle breeze,2 okish
2021-03-20,8,Mar,Spring,0,1,33,-16,0,cold,5 fresh breeze,1 bad
2021-03-21,6,Mar,Spring,0,1,22,-19,1,cold,4 moderate breeze,1 bad
2021-03-22,10,Mar,Spring,0,1,24,-38,1,cold,4 moderate breeze,0 very bad
2021-03-23,8,Mar,Spring,0,1,12,19,1,cold,3 gentle breeze,3 good
2021-03-24,10,Mar,Spring,0,1,21,-33,0,cold,4 moderate breeze,0 very bad
2021-03-25,10,Mar,Spring,0,1,22,-29,1,cold,4 moderate breeze,0 very bad
2021-03-26,3,Mar,Spring,0,1,23,-21,1,cold,4 moderate breeze,1 bad
2021-03-27,2,Mar,Spring,0,1,11,3,1,cold,2 light breeze,2 okish
2021-03-28,5,Mar,Spring,0,1,16,5,1,cold,3 gentle breeze,2 okish
2021-03-29,5,Mar,Spring,0,1,17,10,1,cold,3 gentle breeze,2 okish
2021-03-30,5,Mar,Spring,0,1,28,-16,1,cold,4 moderate breeze,1 bad
2021-03-31,6,Mar,Spring,0,1,21,-23,1,cold,4 moderate breeze,1 bad
2021-04-01,12,Apr,Spring,0,1,5,12,1,warm,1 light air,3 good
2021-04-02,11,Apr,Spring,0,1,0,14,1,warm,0 calm,3 good
2021-04-03,9,Apr,Spring,0,1,16,10,1,cold,3 gentle breeze,2 okish
2021-04-04,12,Apr,Spring,0,1,5,13,1,warm,1 light air,3 good
2021-04-05,13,Apr,Spring,0,1,6,12,1,warm,2 light breeze,3 good
2021-04-06,7,Apr,Spring,0,1,23,-31,0,cold,4 moderate breeze,0 very bad
2021-04-07,10,Apr,Spring,0,1,14,24,1,cold,3 gentle breeze,3 good
2021-04-08,11,Apr,Spring,0,1,7,13,1,warm,2 light breeze,3 good
2021-04-09,11,Apr,Spring,0,1,5,4,1,warm,1 light air,2 okish
2021-04-10,8,Apr,Spring,0,1,29,-22,0,cold,5 fresh breeze,1 bad
2021-04-11,12,Apr,Spring,0,1,5,8,1,warm,1 light air,2 okish
2021-04-12,7,Apr,Spring,0,1,25,-36,1,cold,4 moderate breeze,0 very bad
2021-04-13,13,Apr,Spring,0,1,3,12,1,warm,1 light air,3 good
2021-04-14,6,Apr,Spring,0,1,13,6,1,cold,3 gentle breeze,2 okish
2021-04-15,12,Apr,Spring,0,1,5,14,1,warm,1 light air,3 good
2021-04-16,10,Apr,Spring,0,1,17,10,1,cold,3 gentle breeze,2 okish
2021-04-17,7,Apr,Spring,0,1,16,22,1,cold,3 gentle breeze,3 good
2021-04-18,13,Apr,Spring,0,1,7,22,1,warm,2 light breeze,3 good
2021-04-19,14,Apr,Spring,0,1,5,22,1,warm,1 light air,3 good
2021-04-20,12,Apr,Spring,0,1,5,2,1,warm,1 light air,2 okish
2021-04-21,12,Apr,Spring,0,1,8,9,1,warm,2 light breeze,2 okish
2021-04-22,10,Apr,Spring,0,1,32,-27,1,cold,5 fresh breeze,0 very bad
2021-04-23,4,Apr,Spring,0,1,14,9,1,cold,3 gentle breeze,2 okish
2021-04-24,10,Apr,Spring,0,1,11,12,1,cold,2 light breeze,3 good
2021-04-25,7,Apr,Spring,0,1,15,14,1,cold,3 gentle breeze,3 good
2021-04-26,10,Apr,Spring,0,1,12,26,1,cold,3 gentle breeze,3 good
2021-04-27,6,Apr,Spring,0,1,26,-22,1,cold,4 moderate breeze,1 bad
2021-04-28,11,Apr,Spring,0,1,7,21,1,warm,2 light breeze,3 good
2021-04-29,11,Apr,Spring,0,1,4,12,1,warm,1 light air,3 good
2021-04-30,8,Apr,Spring,0,1,13,21,1,cold,3 gentle breeze,3 good
2021-05-01,12,May,Spring,1,0,19,-11,0,warm,3 gentle breeze,1 bad
2021-05-02,14,May,Spring,0,1,8,4,1,warm,2 light breeze,2 okish
2021-05-03,13,May,Spring,1,0,23,-28,1,warm,4 moderate breeze,0 very bad
2021-05-04,10,May,Spring,0,1,16,12,1,cold,3 gentle breeze,3 good
2021-05-05,8,May,Spring,0,1,20,-12,1,cold,3 gentle breeze,1 bad
2021-05-06,9,May,Spring,0,1,15,13,1,cold,3 gentle breeze,3 good
2021-05-07,9,May,Spring,1,0,31,-50,0,cold,5 fresh breeze,0 very bad
2021-05-08,8,May,Spring,0,1,21,-14,1,cold,4 moderate breeze,1 bad
2021-05-09,17,May,Spring,0,1,4,50,1,warm,1 light air,4 very good
2021-05-10,17,May,Spring,0,1,6,40,1,warm,2 light breeze,4 very good
2021-05-11,14,May,Spring,1,0,27,-46,0,warm,4 moderate breeze,0 very bad
2021-05-12,8,May,Spring,0,1,25,-28,1,cold,4 moderate breeze,0 very bad
2021-05-13,15,May,Spring,0,1,9,49,1,warm,2 light breeze,4 very good
2021-05-14,12,May,Spring,0,1,3,19,1,warm,1 light air,3 good
2021-05-15,17,May,Spring,0,1,8,42,1,warm,2 light breeze,4 very good
2021-05-16,12,May,Spring,0,1,3,28,1,warm,1 light air,3 good
2021-05-17,10,May,Spring,0,1,14,13,1,cold,3 gentle breeze,3 good
2021-05-18,13,May,Spring,0,1,1,15,1,warm,0 calm,3 good
2021-05-19,10,May,Spring,0,1,24,-16,0,cold,4 moderate breeze,1 bad
2021-05-20,13,May,Spring,0,1,5,16,1,warm,1 light air,3 good
2021-05-21,11,May,Spring,0,1,3,19,1,warm,1 light air,3 good
2021-05-22,14,May,Spring,0,1,5,6,1,warm,1 light air,2 okish
2021-05-23,15,May,Spring,0,1,6,41,1,warm,2 light breeze,4 very good
2021-05-24,12,May,Spring,0,1,3,17,1,warm,1 light air,3 good
2021-05-25,8,May,Spring,0,1,16,24,1,cold,3 gentle breeze,3 good
2021-05-26,15,May,Spring,0,1,7,38,1,warm,2 light breeze,4 very good
2021-05-27,15,May,Spring,0,1,3,44,1,warm,1 light air,4 very good
2021-05-28,10,May,Spring,0,1,17,18,1,cold,3 gentle breeze,3 good
2021-05-29,9,May,Spring,0,1,23,-15,0,cold,4 moderate breeze,1 bad
2021-05-30,17,May,Spring,0,1,0,30,1,warm,0 calm,3 good
2021-05-31,12,May,Spring,0,1,1,25,1,warm,0 calm,3 good
2021-06-01,19,Jun,Summer,0,1,6,22,1,warm,2 light breeze,3 good
2021-06-02,12,Jun,Summer,0,1,6,16,1,warm,2 light breeze,3 good
2021-06-03,14,Jun,Summer,0,1,6,14,1,warm,2 light breeze,3 good
2021-06-04,22,Jun,Summer,0,1,4,44,1,hot,1 light air,4 very good
2021-06-05,15,Jun,Summer,0,1,3,40,1,warm,1 light air,4 very good
2021-06-06,21,Jun,Summer,0,1,9,51,1,hot,2 light breeze,4 very good
2021-06-07,24,Jun,Summer,0,1,9,49,1,hot,2 light breeze,4 very good
2021-06-08,24,Jun,Summer,0,1,9,30,1,hot,2 light breeze,3 good
2021-06-09,23,Jun,Summer,0,1,5,40,1,hot,1 light air,4 very good
2021-06-10,22,Jun,Summer,0,1,7,36,1,hot,2 light breeze,4 very good
2021-06-11,17,Jun,Summer,0,1,0,35,1,warm,0 calm,4 very good
2021-06-12,22,Jun,Summer,0,1,6,39,1,hot,2 light breeze,4 very good
2021-06-13,20,Jun,Summer,0,1,6,35,1,warm,2 light breeze,4 very good
2021-06-14,24,Jun,Summer,0,1,3,49,1,hot,1 light air,4 very good
2021-06-15,18,Jun,Summer,0,1,8,28,1,warm,2 light breeze,3 good
2021-06-16,18,Jun,Summer,0,1,9,57,1,warm,2 light breeze,4 very good
2021-06-17,19,Jun,Summer,0,1,4,48,1,warm,1 light air,4 very good
2021-06-18,21,Jun,Summer,0,1,6,39,1,hot,2 light breeze,4 very good
2021-06-19,16,Jun,Summer,0,1,6,33,1,warm,2 light breeze,4 very good
2021-06-20,17,Jun,Summer,0,1,7,42,1,warm,2 light breeze,4 very good
2021-06-21,23,Jun,Summer,0,1,4,36,1,hot,1 light air,4 very good
2021-06-22,17,Jun,Summer,0,1,1,32,1,warm,0 calm,4 very good
2021-06-23,21,Jun,Summer,0,1,2,36,1,hot,1 light air,4 very good
2021-06-24,13,Jun,Summer,0,1,9,14,1,warm,2 light breeze,3 good
2021-06-25,24,Jun,Summer,0,1,2,57,1,hot,1 light air,4 very good
2021-06-26,21,Jun,Summer,1,0,21,-5,1,hot,4 moderate breeze,1 bad
2021-06-27,20,Jun,Summer,0,1,8,52,1,warm,2 light breeze,4 very good
2021-06-28,16,Jun,Summer,0,1,5,35,1,warm,1 light air,4 very good
2021-06-29,19,Jun,Summer,0,1,10,37,1,warm,2 light breeze,4 very good
2021-06-30,22,Jun,Summer,0,1,5,42,1,hot,1 light air,4 very good
2021-07-01,16,Jul,Summer,0,1,7,37,1,warm,2 light breeze,4 very good
2021-07-02,16,Jul,Summer,0,1,5,42,1,warm,1 light air,4 very good
2021-07-03,14,Jul,Summer,0,1,5,17,1,warm,1 light air,3 good
2021-07-04,29,Jul,Summer,0,1,7,42,1,hot,2 light breeze,4 very good
2021-07-05,20,Jul,Summer,0,1,9,40,1,warm,2 light breeze,4 very good
2021-07-06,15,Jul,Summer,1,0,22,-14,1,warm,4 moderate breeze,1 bad
2021-07-07,32,Jul,Summer,0,1,5,32,1,hot,1 light air,4 very good
2021-07-08,35,Jul,Summer,0,1,7,52,1,hot,2 light breeze,4 very good
2021-07-09,32,Jul,Summer,0,1,0,38,1,hot,0 calm,4 very good
2021-07-10,26,Jul,Summer,0,1,5,50,1,hot,1 light air,4 very good
2021-07-11,13,Jul,Summer,0,1,5,17,1,warm,1 light air,3 good
2021-07-12,32,Jul,Summer,0,1,5,47,1,hot,1 light air,4 very good
2021-07-13,20,Jul,Summer,0,1,8,27,1,warm,2 light breeze,3 good
2021-07-14,18,Jul,Summer,0,1,4,43,1,warm,1 light air,4 very good
2021-07-15,29,Jul,Summer,0,1,3,38,1,hot,1 light air,4 very good
2021-07-16,24,Jul,Summer,0,1,6,42,1,hot,2 light breeze,4 very good
2021-07-17,22,Jul,Summer,0,1,4,31,1,hot,1 light air,4 very good
2021-07-18,32,Jul,Summer,0,1,1,37,1,hot,0 calm,4 very good
2021-07-19,34,Jul,Summer,0,1,4,40,1,hot,1 light air,4 very good
2021-07-20,13,Jul,Summer,0,1,7,27,1,warm,2 light breeze,3 good
2021-07-21,15,Jul,Summer,0,1,3,29,1,warm,1 light air,3 good
2021-07-22,24,Jul,Summer,0,1,5,45,1,hot,1 light air,4 very good
2021-07-23,34,Jul,Summer,0,1,3,46,1,hot,1 light air,4 very good
2021-07-24,23,Jul,Summer,0,1,2,33,1,hot,1 light air,4 very good
2021-07-25,17,Jul,Summer,0,1,8,40,1,warm,2 light breeze,4 very good
2021-07-26,27,Jul,Summer,0,1,3,39,1,hot,1 light air,4 very good
2021-07-27,30,Jul,Summer,0,1,7,55,1,hot,2 light breeze,4 very good
2021-07-28,14,Jul,Summer,0,1,8,12,1,warm,2 light breeze,3 good
2021-07-29,20,Jul,Summer,0,1,5,41,1,warm,1 light air,4 very good
2021-07-30,23,Jul,Summer,0,1,1,43,1,hot,0 calm,4 very good
2021-07-31,26,Jul,Summer,0,1,7,37,1,hot,2 light breeze,4 very good
2021-08-01,19,Aug,Summer,0,1,7,47,1,warm,2 light breeze,4 very good
2021-08-02,19,Aug,Summer,0,1,4,50,1,warm,1 light air,4 very good
2021-08-03,19,Aug,Summer,0,1,5,47,1,warm,1 light air,4 very good
2021-08-04,15,Aug,Summer,0,1,1,25,1,warm,0 calm,3 good
2021-08-05,15,Aug,Summer,0,1,7,31,1,warm,2 light breeze,4 very good
2021-08-06,27,Aug,Summer,0,1,5,44,1,hot,1 light air,4 very good
2021-08-07,26,Aug,Summer,0,1,3,36,1,hot,1 light air,4 very good
2021-08-08,28,Aug,Summer,0,1,6,43,1,hot,2 light breeze,4 very good
2021-08-09,13,Aug,Summer,0,1,2,6,1,warm,1 light air,2 okish
2021-08-10,19,Aug,Summer,0,1,9,53,1,warm,2 light breeze,4 very good
2021-08-11,26,Aug,Summer,0,1,7,51,1,hot,2 light breeze,4 very good
2021-08-12,25,Aug,Summer,0,1,2,52,1,hot,1 light air,4 very good
2021-08-13,28,Aug,Summer,0,1,4,51,1,hot,1 light air,4 very good
2021-08-14,21,Aug,Summer,0,1,1,34,1,hot,0 calm,4 very good
2021-08-15,20,Aug,Summer,0,1,5,45,1,warm,1 light air,4 very good
2021-08-16,28,Aug,Summer,0,1,8,30,1,hot,2 light breeze,3 good
2021-08-17,28,Aug,Summer,0,1,8,37,1,hot,2 light breeze,4 very good
2021-08-18,20,Aug,Summer,0,1,10,28,1,warm,2 light breeze,3 good
2021-08-19,23,Aug,Summer,0,1,4,30,1,hot,1 light air,3 good
2021-08-20,22,Aug,Summer,0,1,3,38,1,hot,1 light air,4 very good
2021-08-21,21,Aug,Summer,0,1,5,47,1,hot,1 light air,4 very good
2021-08-22,25,Aug,Summer,0,1,6,51,1,hot,2 light breeze,4 very good
2021-08-23,27,Aug,Summer,0,1,9,47,1,hot,2 light breeze,4 very good
2021-08-24,27,Aug,Summer,0,1,8,42,1,hot,2 light breeze,4 very good
2021-08-25,19,Aug,Summer,0,1,10,26,1,warm,2 light breeze,3 good
2021-08-26,14,Aug,Summer,0,1,3,24,1,warm,1 light air,3 good
2021-08-27,17,Aug,Summer,0,1,6,54,1,warm,2 light breeze,4 very good
2021-08-28,23,Aug,Summer,0,1,6,34,1,hot,2 light breeze,4 very good
2021-08-29,14,Aug,Summer,0,1,5,16,1,warm,1 light air,3 good
2021-08-30,17,Aug,Summer,0,1,4,57,1,warm,1 light air,4 very good
2021-08-31,14,Aug,Summer,0,1,7,28,1,warm,2 light breeze,3 good
2021-09-01,14,Sep,Autumn,0,1,5,17,1,warm,1 light air,3 good
2021-09-02,10,Sep,Autumn,0,1,30,-16,1,cold,5 fresh breeze,1 bad
2021-09-03,14,Sep,Autumn,0,1,4,23,1,warm,1 light air,3 good
2021-09-04,19,Sep,Autumn,0,1,5,23,1,warm,1 light air,3 good
2021-09-05,17,Sep,Autumn,0,1,4,33,1,warm,1 light air,4 very good
2021-09-06,19,Sep,Autumn,0,1,1,47,1,warm,0 calm,4 very good
2021-09-07,18,Sep,Autumn,0,1,8,58,1,warm,2 light breeze,4 very good
2021-09-08,13,Sep,Autumn,0,1,4,22,1,warm,1 light air,3 good
2021-09-09,15,Sep,Autumn,0,1,5,47,1,warm,1 light air,4 very good
2021-09-10,15,Sep,Autumn,0,1,3,48,1,warm,1 light air,4 very good
2021-09-11,17,Sep,Autumn,0,1,6,50,1,warm,2 light breeze,4 very good
2021-09-12,15,Sep,Autumn,0,1,1,41,1,warm,0 calm,4 very good
2021-09-13,19,Sep,Autumn,0,1,6,38,1,warm,2 light breeze,4 very good
2021-09-14,13,Sep,Autumn,0,1,2,9,1,warm,1 light air,2 okish
2021-09-15,13,Sep,Autumn,0,1,7,24,1,warm,2 light breeze,3 good
2021-09-16,19,Sep,Autumn,0,1,6,43,1,warm,2 light breeze,4 very good
2021-09-17,13,Sep,Autumn,0,1,3,16,1,warm,1 light air,3 good
2021-09-18,17,Sep,Autumn,0,1,10,39,1,warm,2 light breeze,4 very good
2021-09-19,15,Sep,Autumn,0,1,6,26,1,warm,2 light breeze,3 good
2021-09-20,13,Sep,Autumn,0,1,7,21,1,warm,2 light breeze,3 good
2021-09-21,11,Sep,Autumn,1,0,26,-38,1,warm,4 moderate breeze,0 very bad
2021-09-22,11,Sep,Autumn,0,1,9,27,1,warm,2 light breeze,3 good
2021-09-23,17,Sep,Autumn,0,1,9,41,1,warm,2 light breeze,4 very good
2021-09-24,12,Sep,Autumn,0,1,3,9,1,warm,1 light air,2 okish
2021-09-25,13,Sep,Autumn,1,0,18,6,1,warm,3 gentle breeze,2 okish
2021-09-26,11,Sep,Autumn,0,1,5,9,1,warm,1 light air,2 okish
2021-09-27,16,Sep,Autumn,0,1,8,50,1,warm,2 light breeze,4 very good
2021-09-28,12,Sep,Autumn,0,1,4,2,1,warm,1 light air,2 okish
2021-09-29,16,Sep,Autumn,0,1,5,25,1,warm,1 light air,3 good
2021-09-30,10,Sep,Autumn,0,1,13,12,1,cold,3 gentle breeze,3 good
2021-10-01,12,Oct,Autumn,0,1,2,11,1,warm,1 light air,3 good
2021-10-02,7,Oct,Autumn,1,0,43,-21,0,cold,6 strong breeze,1 bad
2021-10-03,12,Oct,Autumn,0,1,3,14,1,warm,1 light air,3 good
2021-10-04,8,Oct,Autumn,0,1,20,-17,0,cold,3 gentle breeze,1 bad
2021-10-05,9,Oct,Autumn,1,0,51,-37,0,cold,6 strong breeze,0 very bad
2021-10-06,7,Oct,Autumn,0,1,19,15,1,cold,3 gentle breeze,3 good
2021-10-07,12,Oct,Autumn,0,1,6,24,1,warm,2 light breeze,3 good
2021-10-08,8,Oct,Autumn,0,1,24,-16,1,cold,4 moderate breeze,1 bad
2021-10-09,7,Oct,Autumn,0,1,27,-23,0,cold,4 moderate breeze,1 bad
