date,temperature,month,seasons,rain,sunlight,wind,mood,walk,temperature_category,wind_category,mood_category
2020-11-20,3,Nov,Autumn,0,1,22,-24,0,cold,4 moderate breeze,1 bad
2020-11-21,8,Nov,Autumn,0,1,14,17,1,cold,3 gentle breeze,3 good
2020-11-22,4,Nov,Autumn,0,1,25,-17,0,cold,4 moderate breeze,1 bad
2020-11-23,8,Nov,Autumn,0,1,15,20,1,cold,3 gentle breeze,3 good
2020-11-24,5,Nov,Autumn,0,1,21,-30,1,cold,4 moderate breeze,0 very bad
2020-11-25,7,Nov,Autumn,0,1,22,-24,0,cold,4 moderate breeze,1 bad
2020-11-26,4,Nov,Autumn,0,1,15,17,1,cold,3 gentle breeze,3 good
2020-11-27,3,Nov,Autumn,0,1,28,-33,1,cold,4 moderate breeze,0 very bad
2020-11-28,3,Nov,Autumn,0,1,18,4,1,cold,3 gentle breeze,2 okish
2020-11-29,5,Nov,Autumn,0,1,14,7,1,cold,3 gentle breeze,2 okish
2020-11-30,7,Nov,Autumn,0,1,11,17,1,cold,2 light breeze,3 good
2020-12-01,1,Dec,Winter,0,1,22,-22,1,cold,4 moderate breeze,1 bad
2020-12-02,-5,Dec,Winter,1,0,48,-43,0,very cold,6 strong breeze,0 very bad
2020-12-03,-1,Dec,Winter,0,1,12,17,1,very cold,3 gentle breeze,3 good
2020-12-04,-1,Dec,Winter,0,1,20,-35,0,very cold,3 gentle breeze,0 very bad
2020-12-05,5,Dec,Winter,1,0,48,-24,0,cold,6 strong breeze,1 bad
2020-12-06,2,Dec,Winter,0,1,33,-22,0,cold,5 fresh breeze,1 bad
2020-12-07,1,Dec,Winter,0,1,24,-26,0,cold,4 moderate breeze,0 very bad
2020-12-08,5,Dec,Winter,0,1,26,-23,0,cold,4 moderate breeze,1 bad
2020-12-09,2,Dec,Winter,0,1,21,-27,0,cold,4 moderate breeze,0 very bad
2020-12-10,5,Dec,Winter,0,1,21,-29,1,cold,4 moderate breeze,0 very bad
2020-12-11,-3,Dec,Winter,1,0,54,-48,0,very cold,6 strong breeze,0 very bad
2020-12-12,-4,Dec,Winter,0,1,17,7,1,very cold,3 gentle breeze,2 okish
2020-12-13,3,Dec,Winter,0,1,21,-30,1,cold,4 moderate breeze,0 very bad
2020-12-14,3,Dec,Winter,0,1,29,-19,0,cold,5 fresh breeze,1 bad
2020-12-15,2,Dec,Winter,0,1,20,-22,1,cold,3 gentle breeze,1 bad
2020-12-16,-2,Dec,Winter,0,1,16,5,1,very cold,3 gentle breeze,2 okish
2020-12-17,-5,Dec,Winter,0,1,30,-38,1,very cold,5 fresh breeze,0 very bad
2020-12-18,3,Dec,Winter,0,1,26,-30,1,cold,4 moderate breeze,0 very bad
2020-12-19,-3,Dec,Winter,0,1,31,-21,0,very cold,5 fresh breeze,1 bad
2020-12-20,-5,Dec,Winter,0,1,21,-37,0,very cold,4 moderate breeze,0 very bad
2020-12-21,2,Dec,Winter,0,1,21,-29,1,cold,4 moderate breeze,0 very bad
2020-12-22,-4,Dec,Winter,0,1,19,25,1,very cold,3 gentle breeze,3 good
2020-12-23,-1,Dec,Winter,0,1,23,-18,0,very cold,4 moderate breeze,1 bad
2020-12-24,0,Dec,Winter,0,1,24,-21,1,very cold,4 moderate breeze,1 bad
2020-12-25,-4,Dec,Winter,0,1,26,-36,0,very cold,4 moderate breeze,0 very bad
2020-12-26,4,Dec,Winter,0,1,22,-22,0,cold,4 moderate breeze,1 bad
2020-12-27,-5,Dec,Winter,0,1,22,-29,1,very cold,4 moderate breeze,0 very bad
2020-12-28,-4,Dec,Winter,0,1,33,-13,1,very cold,5 fresh breeze,1 bad
2020-12-29,2,Dec,Winter,0,1,17,11,1,cold,3 gentle breeze,3 good
2020-12-30,5,Dec,Winter,0,1,21,-25,0,cold,4 moderate breeze,0 very bad
2020-12-31,5,Dec,Winter,0,1,17,15,1,cold,3 gentle breeze,3 good
2021-01-01,-2,Jan,Winter,0,1,25,-23,1,very cold,4 moderate breeze,1 bad
2021-01-02,-1,Jan,Winter,0,1,17,4,1,very cold,3 gentle breeze,2 okish
2021-01-03,-7,Jan,Winter,0,1,19,20,1,very cold,3 gentle breeze,3 good
2021-01-04,0,Jan,Winter,0,1,20,-11,1,very cold,3 gentle breeze,1 bad
2021-01-05,-1,Jan,Winter,0,1,23,-35,1,very cold,4 moderate breeze,0 very bad
2021-01-06,-1,Jan,Winter,0,1,19,12,1,very cold,3 gentle breeze,3 good
2021-01-07,-9,Jan,Winter,0,1,14,17,1,very cold,3 gentle breeze,3 good
2021-01-08,-1,Jan,Winter,0,1,25,-20,0,very cold,4 moderate breeze,1 bad
2021-01-09,-5,Jan,Winter,0,1,18,5,1,very cold,3 gentle breeze,2 okish
2021-01-10,-8,Jan,Winter,0,1,11,24,1,very cold,2 light breeze,3 good
2021-01-11,-1,Jan,Winter,0,1,15,19,1,very cold,3 gentle breeze,3 good
2021-01-12,-8,Jan,Winter,0,1,10,24,1,very cold,2 light breeze,3 good
2021-01-13,-6,Jan,Winter,1,0,50,-41,0,very cold,6 strong breeze,0 very bad
2021-01-14,2,Jan,Winter,0,1,30,-21,1,cold,5 fresh breeze,1 bad
2021-01-15,-9,Jan,Winter,0,1,19,14,1,very cold,3 gentle breeze,3 good
2021-01-16,-2,Jan,Winter,0,1,17,12,1,very cold,3 gentle breeze,3 good
2021-01-17,-8,Jan,Winter,0,1,32,-37,0,very cold,5 fresh breeze,0 very bad
2021-01-18,4,Jan,Winter,0,1,26,-32,0,cold,4 moderate breeze,0 very bad
2021-01-19,-1,Jan,Winter,0,1,17,19,1,very cold,3 gentle breeze,3 good
2021-01-20,3,Jan,Winter,0,1,26,-21,0,cold,4 moderate breeze,1 bad
2021-01-21,-3,Jan,Winter,0,1,12,16,1,very cold,3 gentle breeze,3 good
2021-01-22,4,Jan,Winter,0,1,32,-14,1,cold,5 fresh breeze,1 bad
2021-01-23,-7,Jan,Winter,0,1,29,-32,0,very cold,5 fresh breeze,0 very bad
2021-01-24,-8,Jan,Winter,0,1,17,16,1,very cold,3 gentle breeze,3 good
2021-01-25,4,Jan,Winter,0,1,18,4,1,cold,3 gentle breeze,2 okish
2021-01-26,-1,Jan,Winter,0,1,27,-13,1,very cold,4 moderate breeze,1 bad
2021-01-27,3,Jan,Winter,0,1,28,-29,1,cold,4 moderate breeze,0 very bad
2021-01-28,-8,Jan,Winter,0,1,29,-27,1,very cold,5 fresh breeze,0 very bad
2021-01-29,-2,Jan,Winter,0,1,31,-20,1,very cold,5 fresh breeze,1 bad
2021-01-30,-3,Jan,Winter,0,1,18,15,1,very cold,3 gentle breeze,3 good
2021-01-31,-6,Jan,Winter,0,1,16,9,1,very cold,3 gentle breeze,2 okish
2021-02-01,1,Feb,Winter,1,0,36,-34,0,cold,5 fresh breeze,0 very bad
2021-02-02,-2,Feb,Winter,0,1,25,-25,0,very cold,4 moderate breeze,0 very bad
2021-02-03,1,Feb,Winter,0,1,23,-35,1,cold,4 moderate breeze,0 very bad
2021-02-04,6,Feb,Winter,0,1,17,11,1,cold,3 gentle breeze,3 good
2021-02-05,-5,Feb,Winter,0,1,23,-32,0,very cold,4 moderate breeze,0 very bad
2021-02-06,-2,Feb,Winter,0,1,18,26,1,very cold,3 gentle breeze,3 good
2021-02-07,1,Feb,Winter,1,0,54,-30,1,cold,6 strong breeze,0 very bad
2021-02-08,5,Feb,Winter,0,1,18,24,1,cold,3 gentle breeze,3 good
2021-02-09,-5,Feb,Winter,0,1,29,-23,0,very cold,5 fresh breeze,1 bad
2021-02-10,-4,Feb,Winter,0,1,19,8,1,very cold,3 gentle breeze,2 okish
2021-02-11,0,Feb,Winter,0,1,28,-23,0,very cold,4 moderate breeze,1 bad
2021-02-12,4,Feb,Winter,0,1,30,-27,0,cold,5 fresh breeze,0 very bad
2021-02-13,-4,Feb,Winter,0,1,17,24,1,very cold,3 gentle breeze,3 good
2021-02-14,-2,Feb,Winter,0,1,20,-12,0,very cold,3 gentle breeze,1 bad
2021-02-15,0,Feb,Winter,0,1,26,-22,1,very cold,4 moderate breeze,1 bad
2021-02-16,4,Feb,Winter,0,1,19,11,1,cold,3 gentle breeze,3 good
2021-02-17,-1,Feb,Winter,0,1,25,-28,0,very cold,4 moderate breeze,0 very bad
2021-02-18,-5,Feb,Winter,0,1,11,14,1,very cold,2 light breeze,3 good
2021-02-19,2,Feb,Winter,0,1,20,-23,0,cold,3 gentle breeze,1 bad
2021-02-20,0,Feb,Winter,0,1,24,-21,1,very cold,4 moderate breeze,1 bad
2021-02-21,6,Feb,Winter,0,1,25,-33,1,cold,4 moderate breeze,0 very bad
2021-02-22,0,Feb,Winter,0,1,21,-14,1,very cold,4 moderate breeze,1 bad
2021-02-23,-2,Feb,Winter,0,1,31,-23,0,very cold,5 fresh breeze,1 bad
2021-02-24,3,Feb,Winter,0,1,22,-15,1,cold,4 moderate breeze,1 bad
2021-02-25,0,Feb,Winter,0,1,14,3,1,very cold,3 gentle breeze,2 okish
2021-02-26,-5,Feb,Winter,0,1,34,-17,0,very cold,5 fresh breeze,1 bad
2021-02-27,4,Feb,Winter,0,1,25,-27,0,cold,4 moderate breeze,0 very bad
2021-02-28,-4,Feb,Winter,0,1,25,-23,0,very cold,4 moderate breeze,1 bad
2021-03-01,9,Mar,Spring,1,0,28,-40,0,cold,4 moderate breeze,0 very bad
2021-03-02,8,Mar,Spring,0,1,22,-29,0,cold,4 moderate breeze,0 very bad
2021-03-03,4,Mar,Spring,0,1,22,-25,0,cold,4 moderate breeze,0 very bad
2021-03-04,6,Mar,Spring,0,1,31,-30,1,cold,5 fresh breeze,0 very bad
2021-03-05,2,Mar,Spring,0,1,26,-31,1,cold,4 moderate breeze,0 very bad
2021-03-06,6,Mar,Spring,0,1,30,-24,1,cold,5 fresh breeze,1 bad
2021-03-07,7,Mar,Spring,0,1,12,11,1,cold,3 gentle breeze,3 good
2021-03-08,9,Mar,Spring,0,1,19,7,1,cold,3 gentle breeze,2 okish
2021-03-09,3,Mar,Spring,0,1,19,25,1,cold,3 gentle breeze,3 good
2021-03-10,9,Mar,Spring,0,1,34,-32,0,cold,5 fresh breeze,0 very bad
2021-03-11,3,Mar,Spring,0,1,22,-21,1,cold,4 moderate breeze,1 bad
2021-03-12,5,Mar,Spring,0,1,30,-21,0,cold,5 fresh breeze,1 bad
2021-03-13,8,Mar,Spring,0,1,28,-15,1,cold,4 moderate breeze,1 bad
2021-03-14,2,Mar,Spring,0,1,27,-37,0,cold,4 moderate breeze,0 very bad
2021-03-15,7,Mar,Spring,0,1,25,-29,0,cold,4 moderate breeze,0 very bad
2021-03-16,9,Mar,Spring,0,1,25,-25,0,cold,4 moderate breeze,0 very bad
2021-03-17,6,Mar,Spring,1,0,37,-36,0,cold,5 fresh breeze,0 very bad
2021-03-18,7,Mar,Spring,0,1,19,6,1,cold,3 gentle breeze,2 okish
2021-03-19,5,Mar,Spring,0,1,12,12,1,cold,3 gentle breeze,3 good
2021-03-20,2,Mar,Spring,0,1,12,11,1,cold,3 gentle breeze,3 good
2021-03-21,10,Mar,Spring,0,1,24,-26,0,cold,4 moderate breeze,0 very bad
2021-03-22,10,Mar,Spring,0,1,23,-38,1,cold,4 moderate breeze,0 very bad
2021-03-23,5,Mar,Spring,0,1,19,6,1,cold,3 gentle breeze,2 okish
2021-03-24,10,Mar,Spring,0,1,25,-21,0,cold,4 moderate breeze,1 bad
2021-03-25,7,Mar,Spring,0,1,30,-20,0,cold,5 fresh breeze,1 bad
2021-03-26,9,Mar,Spring,0,1,26,-22,1,cold,4 moderate breeze,1 bad
2021-03-27,10,Mar,Spring,1,0,33,-53,0,cold,5 fresh breeze,0 very bad
2021-03-28,9,Mar,Spring,1,0,37,-46,0,cold,5 fresh breeze,0 very bad
2021-03-29,3,Mar,Spring,0,1,29,-26,1,cold,5 fresh breeze,0 very bad
2021-03-30,10,Mar,Spring,0,1,16,24,1,cold,3 gentle breeze,3 good
2021-03-31,10,Mar,Spring,0,1,22,-13,0,cold,4 moderate breeze,1 bad
2021-04-01,9,Apr,Spring,0,1,25,-27,1,cold,4 moderate breeze,0 very bad
2021-04-02,10,Apr,Spring,0,1,25,-27,0,cold,4 moderate breeze,0 very bad
2021-04-03,6,Apr,Spring,0,1,18,12,1,cold,3 gentle breeze,3 good
2021-04-04,9,Apr,Spring,0,1,15,18,1,cold,3 gentle breeze,3 good
2021-04-05,10,Apr,Spring,0,1,30,-26,0,cold,5 fresh breeze,0 very bad
2021-04-06,7,Apr,Spring,0,1,22,-16,0,cold,4 moderate breeze,1 bad
2021-04-07,9,Apr,Spring,0,1,25,-28,1,cold,4 moderate breeze,0 very bad
2021-04-08,4,Apr,Spring,0,1,24,-35,1,cold,4 moderate breeze,0 very bad
2021-04-09,12,Apr,Spring,0,1,4,13,1,warm,1 light air,3 good
2021-04-10,13,Apr,Spring,0,1,5,11,1,warm,1 light air,3 good
2021-04-11,13,Apr,Spring,0,1,10,1,1,warm,2 light breeze,2 okish
2021-04-12,5,Apr,Spring,0,1,29,-22,0,cold,5 fresh breeze,1 bad
2021-04-13,4,Apr,Spring,0,1,12,0,1,cold,3 gentle breeze,1 bad
2021-04-14,9,Apr,Spring,0,1,15,20,1,cold,3 gentle breeze,3 good
2021-04-15,6,Apr,Spring,0,1,25,-32,0,cold,4 moderate breeze,0 very bad
2021-04-16,10,Apr,Spring,0,1,13,18,1,cold,3 gentle breeze,3 good
2021-04-17,12,Apr,Spring,0,1,3,22,1,warm,1 light air,3 good
2021-04-18,8,Apr,Spring,0,1,20,-17,1,cold,3 gentle breeze,1 bad
2021-04-19,12,Apr,Spring,0,1,8,8,1,warm,2 light breeze,2 okish
2021-04-20,11,Apr,Spring,0,1,3,17,1,warm,1 light air,3 good
2021-04-21,8,Apr,Spring,0,1,16,18,1,cold,3 gentle breeze,3 good
2021-04-22,12,Apr,Spring,0,1,5,17,1,warm,1 light air,3 good
2021-04-23,4,Apr,Spring,0,1,31,-23,0,cold,5 fresh breeze,1 bad
2021-04-24,4,Apr,Spring,0,1,29,-32,1,cold,5 fresh breeze,0 very bad
2021-04-25,9,Apr,Spring,0,1,32,-22,0,cold,5 fresh breeze,1 bad
2021-04-26,13,Apr,Spring,0,1,3,9,1,warm,1 light air,2 okish
2021-04-27,6,Apr,Spring,0,1,16,13,1,cold,3 gentle breeze,3 good
2021-04-28,6,Apr,Spring,0,1,17,26,1,cold,3 gentle breeze,3 good
2021-04-29,6,Apr,Spring,0,1,22,-28,0,cold,4 moderate breeze,0 very bad
2021-04-30,14,Apr,Spring,0,1,5,19,1,warm,1 light air,3 good
2021-05-01,13,May,Spring,0,1,8,5,1,warm,2 light breeze,2 okish
2021-05-02,11,May,Spring,0,1,3,26,1,warm,1 light air,3 good
2021-05-03,16,May,Spring,0,1,4,54,1,warm,1 light air,4 very good
2021-05-04,9,May,Spring,0,1,22,-34,1,cold,4 moderate breeze,0 very bad
2021-05-05,12,May,Spring,0,1,4,9,1,warm,1 light air,2 okish
2021-05-06,17,May,Spring,0,1,5,31,1,warm,1 light air,4 very good
2021-05-07,15,May,Spring,0,1,7,28,1,warm,2 light breeze,3 good
2021-05-08,13,May,Spring,0,1,3,21,1,warm,1 light air,3 good
2021-05-09,17,May,Spring,1,0,31,-15,1,warm,5 fresh breeze,1 bad
2021-05-10,15,May,Spring,0,1,3,39,1,warm,1 light air,4 very good
2021-05-11,17,May,Spring,0,1,1,28,1,warm,0 calm,3 good
2021-05-12,11,May,Spring,0,1,5,9,1,warm,1 light air,2 okish
2021-05-13,9,May,Spring,0,1,26,-29,1,cold,4 moderate breeze,0 very bad
2021-05-14,16,May,Spring,0,1,0,58,1,warm,0 calm,4 very good
2021-05-15,10,May,Spring,0,1,14,18,1,cold,3 gentle breeze,3 good
2021-05-16,16,May,Spring,0,1,4,42,1,warm,1 light air,4 very good
2021-05-17,10,May,Spring,0,1,15,15,1,cold,3 gentle breeze,3 good
2021-05-18,12,May,Spring,0,1,4,13,1,warm,1 light air,3 good
2021-05-19,12,May,Spring,0,1,6,18,1,warm,2 light breeze,3 good
2021-05-20,9,May,Spring,0,1,16,6,1,cold,3 gentle breeze,2 okish
2021-05-21,8,May,Spring,0,1,28,-18,1,cold,4 moderate breeze,1 bad
2021-05-22,9,May,Spring,0,1,28,-24,0,cold,4 moderate breeze,1 bad
2021-05-23,16,May,Spring,0,1,1,27,1,warm,0 calm,3 good
2021-05-24,8,May,Spring,0,1,17,8,1,cold,3 gentle breeze,2 okish
2021-05-25,9,May,Spring,0,1,28,-18,0,cold,4 moderate breeze,1 bad
2021-05-26,11,May,Spring,0,1,10,22,1,warm,2 light breeze,3 good
2021-05-27,8,May,Spring,0,1,13,14,1,cold,3 gentle breeze,3 good
2021-05-28,10,May,Spring,0,1,25,-35,1,cold,4 moderate breeze,0 very bad
2021-05-29,9,May,Spring,0,1,26,-21,1,cold,4 moderate breeze,1 bad
2021-05-30,10,May,Spring,0,1,22,-29,1,cold,4 moderate breeze,0 very bad
2021-05-31,15,May,Spring,0,1,5,55,1,warm,1 light air,4 very good
2021-06-01,19,Jun,Summer,0,1,7,39,1,warm,2 light breeze,4 very good
2021-06-02,11,Jun,Summer,0,1,5,3,1,warm,1 light air,2 okish
2021-06-03,15,Jun,Summer,0,1,5,43,1,warm,1 light air,4 very good
2021-06-04,22,Jun,Summer,0,1,5,44,1,hot,1 light air,4 very good
2021-06-05,22,Jun,Summer,0,1,1,38,1,hot,0 calm,4 very good
2021-06-06,22,Jun,Summer,0,1,9,46,1,hot,2 light breeze,4 very good
2021-06-07,21,Jun,Summer,0,1,3,52,1,hot,1 light air,4 very good
2021-06-08,16,Jun,Summer,0,1,6,39,1,warm,2 light breeze,4 very good
2021-06-09,16,Jun,Summer,0,1,9,41,1,warm,2 light breeze,4 very good
2021-06-10,18,Jun,Summer,0,1,3,44,1,warm,1 light air,4 very good
2021-06-11,18,Jun,Summer,0,1,7,53,1,warm,2 light breeze,4 very good
2021-06-12,21,Jun,Summer,0,1,8,32,1,hot,2 light breeze,4 very good
2021-06-13,12,Jun,Summer,0,1,4,20,1,warm,1 light air,3 good
2021-06-14,13,Jun,Summer,0,1,2,12,1,warm,1 light air,3 good
2021-06-15,20,Jun,Summer,0,1,1,42,1,warm,0 calm,4 very good
2021-06-16,22,Jun,Summer,0,1,3,54,1,hot,1 light air,4 very good
2021-06-17,23,Jun,Summer,0,1,5,38,1,hot,1 light air,4 very good
2021-06-18,13,Jun,Summer,0,1,7,14,1,warm,2 light breeze,3 good
2021-06-19,14,Jun,Summer,0,1,3,20,1,warm,1 light air,3 good
2021-06-20,24,Jun,Summer,0,1,4,59,1,hot,1 light air,4 very good
2021-06-21,17,Jun,Summer,0,1,5,57,1,warm,1 light air,4 very good
2021-06-22,23,Jun,Summer,0,1,4,41,1,hot,1 light air,4 very good
2021-06-23,19,Jun,Summer,0,1,6,32,1,warm,2 light breeze,4 very good
2021-06-24,14,Jun,Summer,0,1,7,15,1,warm,2 light breeze,3 good
2021-06-25,15,Jun,Summer,0,1,7,40,1,warm,2 light breeze,4 very good
2021-06-26,19,Jun,Summer,0,1,2,27,1,warm,1 light air,3 good
2021-06-27,12,Jun,Summer,0,1,2,20,1,warm,1 light air,3 good
2021-06-28,16,Jun,Summer,0,1,6,45,1,warm,2 light breeze,4 very good
2021-06-29,23,Jun,Summer,1,0,30,-29,1,hot,5 fresh breeze,0 very bad
2021-06-30,15,Jun,Summer,0,1,4,45,1,warm,1 light air,4 very good
2021-07-01,19,Jul,Summer,0,1,3,56,1,warm,1 light air,4 very good
2021-07-02,15,Jul,Summer,0,1,7,52,1,warm,2 light breeze,4 very good
2021-07-03,13,Jul,Summer,0,1,3,18,1,warm,1 light air,3 good
2021-07-04,27,Jul,Summer,0,1,6,22,1,hot,2 light breeze,3 good
2021-07-05,16,Jul,Summer,0,1,0,32,1,warm,0 calm,4 very good
2021-07-06,14,Jul,Summer,0,1,4,14,1,warm,1 light air,3 good
2021-07-07,17,Jul,Summer,0,1,8,44,1,warm,2 light breeze,4 very good
2021-07-08,27,Jul,Summer,0,1,10,36,1,hot,2 light breeze,4 very good
2021-07-09,27,Jul,Summer,0,1,0,40,1,hot,0 calm,4 very good
2021-07-10,21,Jul,Summer,0,1,9,33,1,hot,2 light breeze,4 very good
2021-07-11,15,Jul,Summer,1,0,22,-15,0,warm,4 moderate breeze,1 bad
2021-07-12,26,Jul,Summer,0,1,5,41,1,hot,1 light air,4 very good
2021-07-13,31,Jul,Summer,0,1,7,29,1,hot,2 light breeze,3 good
2021-07-14,24,Jul,Summer,0,1,7,30,1,hot,2 light breeze,3 good
2021-07-15,20,Jul,Summer,0,1,1,35,1,warm,0 calm,4 very good
2021-07-16,28,Jul,Summer,0,1,5,49,1,hot,1 light air,4 very good
2021-07-17,30,Jul,Summer,0,1,2,55,1,hot,1 light air,4 very good
2021-07-18,14,Jul,Summer,0,1,7,20,1,warm,2 light breeze,3 good
2021-07-19,35,Jul,Summer,0,1,7,50,1,hot,2 light breeze,4 very good
2021-07-20,31,Jul,Summer,0,1,6,47,1,hot,2 light breeze,4 very good
2021-07-21,33,Jul,Summer,0,1,4,48,1,hot,1 light air,4 very good
2021-07-22,33,Jul,Summer,1,0,23,-7,1,hot,4 moderate breeze,1 bad
2021-07-23,30,Jul,Summer,0,1,6,49,1,hot,2 light breeze,4 very good
2021-07-24,30,Jul,Summer,0,1,6,52,1,hot,2 light breeze,4 very good
2021-07-25,30,Jul,Summer,0,1,5,40,1,hot,1 light air,4 very good
2021-07-26,22,Jul,Summer,0,1,2,44,1,hot,1 light air,4 very good
2021-07-27,27,Jul,Summer,0,1,2,48,1,hot,1 light air,4 very good
2021-07-28,17,Jul,Summer,0,1,8,46,1,warm,2 light breeze,4 very good
2021-07-29,33,Jul,Summer,0,1,2,37,1,hot,1 light air,4 very good
2021-07-30,26,Jul,Summer,0,1,6,45,1,hot,2 light breeze,4 very good
2021-07-31,16,Jul,Summer,0,1,2,30,1,warm,1 light air,3 good
2021-08-01,18,Aug,Summer,0,1,3,29,1,warm,1 light air,3 good
2021-08-02,18,Aug,Summer,0,1,3,24,1,warm,1 light air,3 good
2021-08-03,24,Aug,Summer,0,1,3,39,1,hot,1 light air,4 very good
2021-08-04,21,Aug,Summer,0,1,5,40,1,hot,1 light air,4 very good
2021-08-05,15,Aug,Summer,0,1,8,26,1,warm,2 light breeze,3 good
2021-08-06,14,Aug,Summer,0,1,7,28,1,warm,2 light breeze,3 good
2021-08-07,16,Aug,Summer,0,1,5,25,1,warm,1 light air,3 good
2021-08-08,28,Aug,Summer,0,1,4,37,1,hot,1 light air,4 very good
2021-08-09,14,Aug,Summer,0,1,2,19,1,warm,1 light air,3 good
2021-08-10,15,Aug,Summer,0,1,6,49,1,warm,2 light breeze,4 very good
2021-08-11,20,Aug,Summer,0,1,0,40,1,warm,0 calm,4 very good
2021-08-12,19,Aug,Summer,0,1,6,45,1,warm,2 light breeze,4 very good
2021-08-13,15,Aug,Summer,0,1,2,48,1,warm,1 light air,4 very good
2021-08-14,16,Aug,Summer,0,1,2,29,1,warm,1 light air,3 good
2021-08-15,27,Aug,Summer,0,1,3,44,1,hot,1 light air,4 very good
2021-08-16,23,Aug,Summer,0,1,4,30,1,hot,1 light air,3 good
2021-08-17,14,Aug,Summer,0,1,4,8,1,warm,1 light air,2 okish
2021-08-18,13,Aug,Summer,0,1,9,16,1,warm,2 light breeze,3 good
2021-08-19,18,Aug,Summer,0,1,5,34,1,warm,1 light air,4 very good
2021-08-20,24,Aug,Summer,0,1,8,59,1,hot,2 light breeze,4 very good
2021-08-21,21,Aug,Summer,0,1,8,60,1,hot,2 light breeze,4 very good
2021-08-22,15,Aug,Summer,0,1,6,33,1,warm,2 light breeze,4 very good
2021-08-23,21,Aug,Summer,0,1,8,32,1,hot,2 light breeze,4 very good
2021-08-24,23,Aug,Summer,0,1,8,42,1,hot,2 light breeze,4 very good
2021-08-25,23,Aug,Summer,0,1,6,39,1,hot,2 light breeze,4 very good
2021-08-26,19,Aug,Summer,0,1,1,39,1,warm,0 calm,4 very good
2021-08-27,20,Aug,Summer,0,1,5,45,1,warm,1 light air,4 very good
2021-08-28,28,Aug,Summer,0,1,3,44,1,hot,1 light air,4 very good
2021-08-29,28,Aug,Summer,0,1,3,42,1,hot,1 light air,4 very good
2021-08-30,25,Aug,Summer,0,1,2,41,1,hot,1 light air,4 very good
2021-08-31,14,Aug,Summer,1,0,27,-39,1,warm,4 moderate breeze,0 very bad
2021-09-01,19,Sep,Autumn,0,1,8,55,1,warm,2 light breeze,4 very good
2021-09-02,11,Sep,Autumn,0,1,4,7,1,warm,1 light air,2 okish
2021-09-03,16,Sep,Autumn,0,1,2,40,1,warm,1 light air,4 very good
2021-09-04,14,Sep,Autumn,0,1,2,28,1,warm,1 light air,3 good
2021-09-05,14,Sep,Autumn,0,1,8,24,1,warm,2 light breeze,3 good
2021-09-06,14,Sep,Autumn,0,1,5,9,1,warm,1 light air,2 okish
2021-09-07,15,Sep,Autumn,0,1,4,25,1,warm,1 light air,3 good
2021-09-08,17,Sep,Autumn,0,1,7,35,1,warm,2 light breeze,4 very good
2021-09-09,17,Sep,Autumn,0,1,5,47,1,warm,1 light air,4 very good
2021-09-10,16,Sep,Autumn,1,0,26,-14,0,warm,4 moderate breeze,1 bad
2021-09-11,10,Sep,Autumn,0,1,19,13,1,cold,3 gentle breeze,3 good
2021-09-12,19,Sep,Autumn,0,1,3,46,1,warm,1 light air,4 very good
2021-09-13,13,Sep,Autumn,0,1,0,24,1,warm,0 calm,3 good
2021-09-14,13,Sep,Autumn,1,0,25,-21,0,warm,4 moderate breeze,1 bad
2021-09-15,19,Sep,Autumn,0,1,9,55,1,warm,2 light breeze,4 very good
2021-09-16,13,Sep,Autumn,0,1,5,15,1,warm,1 light air,3 good
2021-09-17,16,Sep,Autumn,1,0,20,-26,1,warm,3 gentle breeze,0 very bad
2021-09-18,19,Sep,Autumn,0,1,4,44,1,warm,1 light air,4 very good
2021-09-19,14,Sep,Autumn,0,1,5,19,1,warm,1 light air,3 good
2021-09-20,15,Sep,Autumn,0,1,9,39,1,warm,2 light breeze,4 very good
2021-09-21,17,Sep,Autumn,0,1,7,49,1,warm,2 light breeze,4 very good
2021-09-22,15,Sep,Autumn,0,1,3,49,1,warm,1 light air,4 very good
2021-09-23,12,Sep,Autumn,0,1,4,15,1,warm,1 light air,3 good
2021-09-24,16,Sep,Autumn,0,1,1,45,1,warm,0 calm,4 very good
2021-09-25,14,Sep,Autumn,0,1,6,21,1,warm,2 light breeze,3 good
2021-09-26,12,Sep,Autumn,0,1,0,16,1,warm,0 calm,3 good
2021-09-27,14,Sep,Autumn,0,1,5,23,1,warm,1 light air,3 good
2021-09-28,12,Sep,Autumn,0,1,1,4,1,warm,0 calm,2 okish
2021-09-29,11,Sep,Autumn,0,1,4,10,1,warm,1 light air,2 okish
2021-09-30,11,Sep,Autumn,0,1,8,26,1,warm,2 light breeze,3 good
2021-10-01,10,Oct,Autumn,0,1,13,6,1,cold,3 gentle breeze,2 okish
2021-10-02,7,Oct,Autumn,0,1,20,-24,0,cold,3 gentle breeze,1 bad
2021-10-03,9,Oct,Autumn,1,0,32,-28,0,cold,5 fresh breeze,0 very bad
2021-10-04,10,Oct,Autumn,0,1,33,-25,0,cold,5 fresh breeze,0 very bad
2021-10-05,11,Oct,Autumn,0,1,3,12,1,warm,1 light air,3 good
2021-10-06,10,Oct,Autumn,0,1,16,12,1,cold,3 gentle breeze,3 good
2021-10-07,8,Oct,Autumn,0,1,19,13,1,cold,3 gentle breeze,3 good
2021-10-08,13,Oct,Autumn,0,1,9,19,1,warm,2 light breeze,3 good
